"1000e"
"Lutécien"
"Lutétien"
"Lyonnais"
"Léonais"
"Léonaise"
"M'sieur"
"M.16"
"M.16s"
"M16s"
"MDNs"
"MRCs"
"MTBE"
"MUPI"
"MacDo"
"MacDos"
"Maccabée"
"Madame"
"Madone"
"Madones"
"Mahorais"
"Maitre"
"Maitres"
"Maj."
"Malais"
"Malaise"
"Malaises"
"Malawien"
"Malgache"
"Malien"
"Malienne"
"Maliens"
"Malouin"
"Malouine"
"Malouins"
"Maltais"
"Maltaise"
"Manceau"
"Manceaux"
"Mancelle"
"Mandchou"
"Mannois"
"Mannoise"
"Maori"
"Maorie"
"Maoris"
"Mariste"
"Maristes"
"Marocain"
"Martien"
"Martiens"
"Masovien"
"Maure"
"Maures"
"Maya"
"Mayas"
"Maître"
"Maîtres"
"McDo"
"McDos"
"Mdlle"
"Mdlles"
"Mercedes"
"Merco"
"Mercos"
"Mesdames"
"Messin"
"Messine"
"Messines"
"Messins"
"Messrs"
"Messrs."
"Mexicain"
"Mgrs"
"Midi"
"Milanais"
"Mlle"
"Mlle."
"Mlles"
"Mlles."
"Mmes"
"Mmes."
"Moire"
"Moires"
"Moldave"
"Moldaves"
"Mongol"
"Mongole"
"Mongoles"
"Mongols"
"Monsieur"
"Morave"
"Moraves"
"More"
"Mores"
"Morgon"
"Morgons"
"Morisque"
"Mutuel"
"Médoc"
"Médocs"
"Mérinide"
"Mˡˡᵉ"
"Mˡˡᵉˢ"
"Mˡˡᵉˢ"
"Mᵈˡˡᵉ"
"Mᵈˡˡᵉˢ"
"Mᵈˡˡᵉˢ"
"Mᵍʳˢ"
"Mᵍʳˢ"
"Mᵐᵉˢ"
"Mᵐᵉˢ"
"N.D.L.R."
"N.d.T."
"NCSM"
"NDLR"
"Nagot"
"Nagots"
"Nagô"
"Nagôs"
"Namibien"
"Namurois"
"Nancéien"
"Nantais"
"Nantaise"
"Natel"
"Natels"
"Ngrs"
"Nigérian"
"Nigérien"
"Niortais"
"Nippon"
"Nippone"
"Nippones"
"Nipponne"
"Nippons"
"Niçois"
"Niçoise"
"Niçoises"
"Noir"
"Noire"
"Noires"
"Noirs"
"Normand"
"Normande"
"Normands"
"Norne"
"Nornes"
"Nubien"
"Nubienne"
"Nubiens"
"Nunavois"
"Nègre"
"Nègres"
"Népalais"
"Nîmois"
"Nîmoise"
"Nîmoises"
"Nᵍʳˢ"
"ONGs"
"OVNI"
"Omanais"
"Omanaise"
"Ombrien"
"Ombriens"
"Ontarien"
"Oranais"
"Oranaise"
"Orcadien"
"Osque"
"Osques"
"Ossète"
"Ossètes"
"Ossétien"
"Ouzbek"
"Ouzbeks"
"Ouzbèke"
"Ouzbèkes"
"Ouïgour"
"Ouïgours"
"Oxonien"
"Oxoniens"
"P. M."
"P. M. U."
"PACS"
"PASS"
"PDPs"
"PDQs"
"PDSC"
"PDSCs"
"PDSF"
"PDSFs"
"PDSs"
"PDTs"
"PE-BD"
"PE-HD"
"PEBD"
"PEBDs"
"PEHD"
"PEHDs"
"PETE"
"PETEs"
"PETase"
"PETases"
"PETs"
"PGCD"
"PPCM"
"PRFC"
"Paki"
"Pakis"
"Palois"
"Paloise"
"Paloises"
"Panaméen"
"Papou"
"Papoue"
"Papoues"
"Papous"
"Parigot"
"Parigote"
"Parigots"
"Parisien"
"Parthe"
"Parthes"
"Patriote"
"Pauliste"
"PdPs"
"Persan"
"Persane"
"Persanes"
"Persans"
"Perse"
"Perses"
"Peuhl"
"Peuhle"
"Peuhles"
"Peuhls"
"Peul"
"Peule"
"Peulh"
"Peulhe"
"Peulhes"
"Peulhs"
"Peuls"
"Picard"
"Picarde"
"Picardes"
"Picards"
"Picon"
"Picons"
"Pilates"
"Polack"
"Polacks"
"Polak"
"Polaks"
"Polonais"
"Poulain"
"Poulains"
"Prussien"
"Pékinois"
"Péruvien"
"QCMs"
"Qatari"
"Qatarie"
"Qatarien"
"Qataries"
"Qataris"
"RBBG"
"REEPS"
"RPAs"
"Rennais"
"Rennaise"
"Riansais"
"Ricard"
"Ricards"
"Romain"
"Romaine"
"Romaines"
"Romains"
"Roms"
"Roumain"
"Roumaine"
"Roumains"
"Russe"
"Russes"
"Ruthène"
"Ruthènes"
"Rwandais"
"Rémois"
"Rémoise"
"Rémoises"
"S. A. R."
"S. B. E."
"S. M."
"S. M. I."
"S.A."
"S.A.s"
"S.B.E."
"SAMU"
"SARM"
"SASs"
"SICAV"
"SIDA"
"SIGB"
"SIMDUT"
"SIRET"
"SMIC"
"SNAs"
"SNLE"
"SUVs"
"Sahraoui"
"Sarde"
"Sardes"
"Sarmate"
"Sarmates"
"Sarrasin"
"Sarrazin"
"Sarthois"
"Savoyard"
"Sax."
"Saxon"
"Saxonne"
"Saxonnes"
"Saxons"
"Scythe"
"Scythes"
"Serbe"
"Serbes"
"Sibérien"
"Sicilien"
"Siennois"
"Skidoo"
"Skidoos"
"Slave"
"Slaves"
"Slovaque"
"Slovène"
"Slovènes"
"Socinien"
"Sofi"
"Sofis"
"Somalien"
"Sommier"
"Sommiers"
"Sommière"
"Soninké"
"Soninkés"
"Sozi"
"Sozis"
"Ste."
"Stes"
"Styrien"
"Styriens"
"Suisse"
"Suisses"
"Sumérien"
"Suze"
"Suzes"
"Suédois"
"Suédoise"
"Swazi"
"Swazie"
"Swazies"
"Swazis"
"Syrien"
"Syrienne"
"Syriens"
"Sénonien"
"Sᵗᵉˢ"
"Sᵗᵉˢ"
"T-shirt"
"T-shirts"
"TBIs"
"TDAH"
"TGVs"
"Tadjik"
"Tadjike"
"Tadjikes"
"Tadjiks"
"Tahitien"
"Talmud"
"Talmuds"
"Tamoul"
"Tamoule"
"Tamoules"
"Tamouls"
"Tartare"
"Tartares"
"Tasher"
"Tashers"
"Tatar"
"Tatare"
"Tatares"
"Tatars"
"Tbn."
"Tchadien"
"Tchetnik"
"Tchèque"
"Tchèques"
"Terrien"
"Terriens"
"Texan"
"Texane"
"Texanes"
"Texans"
"Texien"
"Texienne"
"Texiens"
"Thalys"
"Thaï"
"Thaïe"
"Thaïes"
"Thaïs"
"Thébain"
"Thébaine"
"Thébains"
"Tibétain"
"Togolais"
"Tokyote"
"Tokyotes"
"Toscan"
"Toscane"
"Toscanes"
"Toscans"
"Tosher"
"Toshers"
"Trb."
"Trgl."
"Troyen"
"Troyenne"
"Troyens"
"Trésor"
"Trésors"
"Tuba"
"Tunisien"
"Tunisois"
"Turc"
"Turcs"
"Turinois"
"Turkmène"
"Turque"
"Turques"
"Tylenol"
"Tylenols"
"Tyrolien"
"Télougou"
"Ténois"
"Ténoise"
"Ténoises"
"U.A."
"Untel"
"V.Am."
"V.T.T."
"VAM."
"VAMs"
"VASTF"
"VAm."
"VAms"
"VBCI"
"VBCIs"
"VBLs"
"VDQS"
"VFSTA"
"VHRs"
"VOASTF"
"VOFASTF"
"VOFSTA"
"VOST"
"VOSTA"
"VOSTF"
"VPSs"
"Valaque"
"Valaques"
"Vam."
"Vams"
"Vandale"
"Vandales"
"Vendéen"
"Vendéens"
"Vicentin"
"Vichyste"
"Viennois"
"Vierge"
"Vierges"
"Viking"
"Vikings"
"Villard"
"Villarde"
"Villards"
"Vlc."
"Volks"
"Vosgien"
"Vosgiens"
"Vénitien"
"Véronais"
"W.-E."
"W.E."
"Wallon"
"Wallonne"
"Wallons"
"Wendat"
"Wendate"
"Wendats"
"XPSs"
"Xanthien"
"Xavérien"
"Xiongnu"
"Yaude"
"Yaudes"
"Yennois"
"Yennoise"
"Yprois"
"Yproise"
"Yproises"
"Yvette"
"Yvettes"
"Yégacé"
"Yégacée"
"Yégacées"
"Yégacés"
"Yéménite"
"Yéniche"
"Yéniches"
"Yévroise"
"ZEAN"
"ZECs"
"ZNIEFF"
"Zaghawa"
"Zaghawas"
"Zahliote"
"Zalanais"
"Zambien"
"Zambiens"
"Zarabe"
"Zarabes"
"Zazas"
"Zaïrois"
"Zaïroise"
"Zicavais"
"Ziliais"
"Ziliaise"
"Zingari"
"Zingaris"
"Zingaro"
"Zingaros"
"Zinneke"
"Zinnekes"
"Zlinois"
"Zlinoise"
"Zonzais"
"Zonzaise"
"Zotelois"
"Zoulou"
"Zouloue"
"Zouloues"
"Zoulous"
"Zozais"
"Zozaise"
"Zozaises"
"Zuanais"
"Zuanaise"
"Zénonien"
"a priori"
"abaca"
"abacas"
"abacost"
"abacosts"
"abacule"
"abacules"
"abaisse"
"abaisses"
"abajoue"
"abajoues"
"abalone"
"abalones"
"abandon"
"abandons"
"abaque"
"abaques"
"abasie"
"abasies"
"abat"
"abatant"
"abatants"
"abats"
"abattage"
"abattant"
"abatteur"
"abattis"
"abattoir"
"abatture"
"abattée"
"abattées"
"abatée"
"abatées"
"abaya"
"abayas"
"abaza"
"abbatial"
"abbatiat"
"abbaye"
"abbayes"
"abbesse"
"abbesses"
"abbé"
"abbés"
"abcès"
"abdo"
"abdomen"
"abdomens"
"abdos"
"abducens"
"abeille"
"abeiller"
"abeilles"
"abelia"
"abelias"
"aber"
"abers"
"abessif"
"abessifs"
"abhinaya"
"abies"
"abigeat"
"abigeats"
"abigéat"
"abigéats"
"abime"
"abimes"
"abiétaie"
"ablatif"
"ablatifs"
"ablation"
"able"
"ableret"
"ablerets"
"ables"
"ablette"
"ablettes"
"ablier"
"abliers"
"ablution"
"ablégat"
"ablégats"
"aboi"
"abois"
"aboiteau"
"abonné"
"abonnée"
"abonnées"
"abonnés"
"abord"
"abordage"
"abordeur"
"abords"
"abortif"
"abortifs"
"abot"
"aboteau"
"aboteaux"
"abots"
"aboulie"
"aboulies"
"about"
"abouts"
"aboyeur"
"aboyeurs"
"aboyeuse"
"abrasif"
"abrasifs"
"abrasin"
"abrasins"
"abrasion"
"abraxas"
"abri"
"abribus"
"abricot"
"abricots"
"abricoté"
"abrine"
"abris"
"abrivent"
"abruti"
"abrutie"
"abruties"
"abrutis"
"abrégé"
"abrégés"
"abscisse"
"absence"
"absences"
"absent"
"absents"
"abside"
"absides"
"absinthe"
"absoute"
"absoutes"
"absurdie"
"abugida"
"abugidas"
"abus"
"abuseur"
"abuseurs"
"abuseuse"
"abutilon"
"abyme"
"abymes"
"abysse"
"abysses"
"abyssin"
"abyssins"
"abée"
"abées"
"abélia"
"abélias"
"abélie"
"abélies"
"abélite"
"abélites"
"abîme"
"abîmes"
"acabit"
"acabits"
"acacia"
"acacias"
"académie"
"acajou"
"acajous"
"acanthe"
"acanthes"
"acarbose"
"acarien"
"acariens"
"accadien"
"accalmie"
"accens"
"accent"
"accents"
"accessit"
"accident"
"accise"
"accises"
"accisien"
"accolade"
"accon"
"acconage"
"acconier"
"accons"
"accord"
"accords"
"accore"
"accores"
"accot"
"accotoir"
"accots"
"accro"
"accroc"
"accroche"
"accrocs"
"accros"
"accrue"
"accrues"
"accu"
"accueil"
"accueils"
"accus"
"accusé"
"accusés"
"accès"
"accédant"
"acerbité"
"aces"
"achaine"
"achaines"
"achard"
"achards"
"achat"
"achats"
"ache"
"aches"
"acheteur"
"achigan"
"achigans"
"achillée"
"acholi"
"acholis"
"achour"
"achours"
"achromat"
"achromie"
"achylie"
"achylies"
"achène"
"achènes"
"acicule"
"acicules"
"acide"
"acides"
"acidité"
"acidités"
"acidose"
"acidoses"
"acier"
"aciers"
"acinésie"
"aciérage"
"aciérie"
"aciéries"
"acmite"
"acmites"
"acmé"
"acméisme"
"acméiste"
"acmés"
"acné"
"acnés"
"acolytat"
"acolyte"
"acolytes"
"acolythe"
"acompte"
"acomptes"
"acon"
"aconage"
"aconages"
"aconier"
"aconiers"
"aconit"
"aconits"
"aconière"
"acons"
"acore"
"acores"
"acquis"
"acquêt"
"acquêts"
"acre"
"acres"
"acridien"
"acrobate"
"acromion"
"acron"
"acrons"
"acronyme"
"acropole"
"acrosome"
"acrotère"
"actant"
"actants"
"acte"
"actes"
"acteur"
"acteurs"
"actif"
"actifs"
"actinate"
"actine"
"actines"
"actinide"
"actinie"
"actinies"
"actinite"
"actinium"
"actinote"
"action"
"actions"
"activeur"
"activité"
"actrice"
"actrices"
"actu"
"actuaire"
"actus"
"actée"
"actées"
"acuité"
"acuités"
"aculéate"
"acyle"
"acyles"
"acyloïne"
"acène"
"acènes"
"acédie"
"acédies"
"acéphale"
"acérola"
"acérolas"
"acétal"
"acétals"
"acétate"
"acétates"
"acétone"
"acétoïne"
"acétyl"
"acétyls"
"adage"
"adages"
"adagio"
"adagios"
"adamien"
"adamiens"
"adamisme"
"adamite"
"adamites"
"adapté"
"adaptés"
"adas"
"addict"
"addicte"
"addictes"
"addicts"
"additif"
"additifs"
"addition"
"adduit"
"adduits"
"adelphe"
"adelphes"
"adent"
"adents"
"adepte"
"adeptes"
"adermine"
"adessif"
"adessifs"
"adhæsion"
"adhérent"
"adhésif"
"adhésifs"
"adhésine"
"adhésion"
"adieu"
"adieux"
"adipose"
"adiposes"
"adipsie"
"adipsies"
"adive"
"adives"
"adja"
"adjas"
"adjectif"
"adjoint"
"adjointe"
"adjoints"
"adjudant"
"adjutant"
"adjuvant"
"adjuvat"
"adjuvats"
"adobe"
"adobes"
"adonide"
"adonides"
"adoption"
"adopté"
"adoptée"
"adoptées"
"adoptés"
"ados"
"adragant"
"adresse"
"adresses"
"adret"
"adrets"
"adstrat"
"adstrats"
"adulaire"
"adulte"
"adultes"
"adultère"
"adustion"
"adverbe"
"adverbes"
"adynamie"
"adèle"
"adèles"
"adénine"
"adénines"
"adénite"
"adénites"
"adénome"
"adénomes"
"adénosyl"
"aegirine"
"aegosome"
"aeschne"
"aeschnes"
"aethusa"
"aethusas"
"afar"
"affaire"
"affaires"
"affameur"
"affaneur"
"affect"
"affects"
"affenage"
"affiche"
"affiches"
"affilage"
"affileur"
"affiloir"
"affinage"
"affineur"
"affinité"
"affiquet"
"affixe"
"affixes"
"affluent"
"afflux"
"affouage"
"affouche"
"affres"
"affront"
"affronts"
"affusion"
"affût"
"affûtage"
"affûteur"
"affûtiau"
"affûts"
"afro"
"afros"
"agace"
"agacerie"
"agaces"
"agami"
"agamie"
"agamies"
"agamis"
"agamète"
"agamètes"
"agape"
"agapes"
"agar"
"agaric"
"agarics"
"agas"
"agate"
"agates"
"agave"
"agaves"
"agavé"
"agavés"
"agence"
"agences"
"agenceur"
"agenda"
"agendas"
"agent"
"agente"
"agentes"
"agents"
"ageratum"
"agers"
"ages"
"ageustie"
"agglo"
"agglos"
"agha"
"aghas"
"agilité"
"agilités"
"agio"
"agios"
"agiotage"
"agioteur"
"agitato"
"agitatos"
"agitprop"
"aglycone"
"aglyphe"
"aglyphes"
"agnat"
"agnathe"
"agnathes"
"agnats"
"agneau"
"agneaux"
"agnelage"
"agnelet"
"agnelets"
"agneline"
"agnelle"
"agnelles"
"agnosie"
"agnosies"
"agonie"
"agonies"
"agora"
"agoras"
"agouti"
"agoutis"
"agrafage"
"agrafe"
"agrafes"
"agraphie"
"agrile"
"agriles"
"agrion"
"agrions"
"agriote"
"agriotes"
"agronome"
"agrume"
"agrumes"
"agrès"
"agrég"
"agrégant"
"agrégat"
"agrégats"
"agrégs"
"agrémens"
"agrément"
"aguet"
"aguets"
"agueusie"
"agui"
"aguille"
"aguilles"
"aguis"
"agénésie"
"agérate"
"agérates"
"ahan"
"ahans"
"aiche"
"aiches"
"aidant"
"aidante"
"aidants"
"aide"
"aides"
"aigle"
"aiglefin"
"aigles"
"aiglet"
"aiglets"
"aiglette"
"aiglon"
"aiglonne"
"aiglons"
"aigrefin"
"aigrette"
"aigreur"
"aigreurs"
"aigrin"
"aigrins"
"aiguade"
"aiguades"
"aiguail"
"aiguails"
"aiguille"
"aiguière"
"ailante"
"ailantes"
"aile"
"aileron"
"ailerons"
"ailes"
"ailette"
"ailettes"
"ailier"
"ailiers"
"ailière"
"ailières"
"ailloli"
"aillolis"
"ails"
"aimant"
"aimantin"
"aimants"
"aine"
"aines"
"airain"
"airains"
"airbag"
"airbags"
"aire"
"airedale"
"airelle"
"airelles"
"aires"
"airgasme"
"airs"
"aisance"
"aisances"
"aise"
"aises"
"aisle"
"aisles"
"aisné"
"aisnée"
"aisnées"
"aisnés"
"aisseau"
"aisseaux"
"aisselle"
"aisy"
"aisys"
"aitre"
"aitres"
"ajiste"
"ajistes"
"ajonc"
"ajoncs"
"ajour"
"ajours"
"ajout"
"ajoutage"
"ajoutoir"
"ajouts"
"ajustage"
"ajusteur"
"ajutoir"
"ajutoirs"
"akawaïo"
"akinésie"
"akkadien"
"akvavit"
"akvavits"
"akène"
"akènes"
"alacrité"
"alader"
"aladers"
"alaise"
"alaises"
"alambic"
"alambics"
"alandier"
"alanine"
"alanines"
"alaouite"
"alarme"
"alarmes"
"alastrim"
"alaterne"
"alaverd"
"alaverds"
"alawite"
"alawites"
"albanais"
"albatros"
"alberge"
"alberges"
"albinos"
"albite"
"albites"
"album"
"albumine"
"albumose"
"albums"
"albâtre"
"albâtres"
"albédo"
"albédos"
"alcade"
"alcades"
"alcali"
"alcalis"
"alcalose"
"alcane"
"alcanes"
"alcazar"
"alcazars"
"alchimie"
"alcohol"
"alcohols"
"alcool"
"alcoolat"
"alcoolo"
"alcoolos"
"alcools"
"alcoolé"
"alcoolés"
"alcoran"
"alcorans"
"alcotest"
"alcoyle"
"alcoyles"
"alcyne"
"alcynes"
"alcynol"
"alcynols"
"alcyon"
"alcyons"
"alcène"
"alcènes"
"alcénone"
"alcôve"
"alcôves"
"alderman"
"aldol"
"aldols"
"aldéhyde"
"alerte"
"alertes"
"ales"
"aleurite"
"aleurode"
"aleurone"
"alevin"
"alevins"
"alexie"
"alexine"
"alexines"
"alezan"
"alezans"
"alfa"
"alfange"
"alfanges"
"alfas"
"alfatier"
"alfénide"
"algarade"
"algeroth"
"algidité"
"algie"
"algies"
"alginate"
"algine"
"algines"
"algo"
"algol"
"algols"
"algos"
"alguazil"
"algue"
"algues"
"algèbre"
"algèbres"
"alias"
"alibi"
"alibis"
"alien"
"aliens"
"alif"
"aligot"
"aligots"
"aligoté"
"aligotés"
"alimens"
"aliment"
"aliments"
"alinéa"
"alinéas"
"aliquote"
"alise"
"alises"
"alisier"
"alisiers"
"alisma"
"alismas"
"alisme"
"alismes"
"alizari"
"alizaris"
"alizier"
"aliziers"
"alizé"
"alizés"
"aliénité"
"aliéné"
"aliénée"
"aliénées"
"aliénés"
"alkoxyde"
"alkyle"
"alkyles"
"all."
"allache"
"allaches"
"allant"
"allants"
"allatif"
"allatifs"
"allegro"
"allegros"
"allemand"
"aller"
"allergie"
"allers"
"alleu"
"alleux"
"alliage"
"alliages"
"alliaire"
"alliance"
"alliées"
"allocs"
"allogène"
"allonyme"
"allosome"
"alloxane"
"allumage"
"allumeur"
"allumoir"
"allure"
"allures"
"allusion"
"alluvion"
"allyle"
"allyles"
"allylène"
"allège"
"allèges"
"allèle"
"allèles"
"allène"
"allènes"
"allée"
"allées"
"allégro"
"allégros"
"almanach"
"almandin"
"almée"
"almées"
"alogie"
"alogies"
"aloi"
"alois"
"alopécie"
"alose"
"aloses"
"alouate"
"alouates"
"alouette"
"aloyau"
"aloyaux"
"aloès"
"aloétine"
"aloïne"
"aloïnes"
"alpaga"
"alpagas"
"alpage"
"alpages"
"alpague"
"alpagues"
"alpe"
"alpes"
"alpha"
"alphabet"
"alpiste"
"alpistes"
"alsace"
"alsaces"
"alsacien"
"alternat"
"altesse"
"altesses"
"althaea"
"althaeas"
"althæa"
"althæas"
"althée"
"althées"
"altiport"
"altise"
"altises"
"altiste"
"altistes"
"altitude"
"alto"
"altos"
"altuglas"
"altérité"
"alucite"
"alucites"
"aluette"
"aluettes"
"alula"
"alulas"
"alumine"
"alumines"
"alun"
"alunage"
"alunages"
"alunite"
"alunites"
"aluns"
"alvéole"
"alvéoles"
"alysse"
"alysses"
"alysson"
"alyssons"
"alyte"
"alytes"
"alène"
"alènes"
"alèse"
"alèses"
"aléa"
"aléas"
"aléoute"
"alérion"
"alérions"
"alésage"
"alésages"
"aléseur"
"aléseurs"
"aléseuse"
"alésoir"
